Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
2415,2022-08-01 06:50:41,2022-08-01,06:50:41,I Ryuuka I,Amazing platest enjoyed every minute of it even redownloaded the division 1 on my PC gonna start again on that in the meantime before the next test, ,,general-chat,amaz platest enjoy minut redownload divis pc gonna start test
2416,2022-08-01 06:41:38,2022-08-01,06:41:38,battlebot579,Healing build sounded so fun from what gregg told me abt it, ,,ask-the-team,heal build sound fun gregg told abt
2417,2022-08-01 06:40:51,2022-08-01,06:40:51,battlebot579,I never got to play  , ,Cafearmuire,ask-the-team,play
2418,2022-08-01 06:40:29,2022-08-01,06:40:29,Cafearmuire,Ok done........ But I miss it already.😢, ,battlebot579,ask-the-team,
2419,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2420,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2421,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2422,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2423,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2424,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2425,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2426,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2427,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2428,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2429,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2430,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2431,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2432,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2433,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2434,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2435,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2436,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2437,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2438,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2439,2022-08-01 06:50:41,2022-08-01,06:50:41,I Ryuuka I,Amazing platest enjoyed every minute of it even redownloaded the division 1 on my PC gonna start again on that in the meantime before the next test, ,,general-chat,amaz platest enjoy minut redownload divis pc gonna start test
2440,2022-08-01 06:41:38,2022-08-01,06:41:38,battlebot579,Healing build sounded so fun from what gregg told me abt it, ,,ask-the-team,heal build sound fun gregg told abt
2441,2022-08-01 06:40:51,2022-08-01,06:40:51,battlebot579,I never got to play  , ,Cafearmuire,ask-the-team,play
2442,2022-08-01 06:40:29,2022-08-01,06:40:29,Cafearmuire,Ok done........ But I miss it already.😢, ,battlebot579,ask-the-team,
2443,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2444,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2445,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2446,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2447,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2448,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2449,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2450,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2451,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2452,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2453,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2454,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2455,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2456,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2457,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2458,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2459,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2460,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2461,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2462,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2463,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2464,2022-08-01 06:41:38,2022-08-01,06:41:38,battlebot579,Healing build sounded so fun from what gregg told me abt it, ,,ask-the-team,heal build sound fun gregg told abt
2465,2022-08-01 06:40:51,2022-08-01,06:40:51,battlebot579,I never got to play  , ,Cafearmuire,ask-the-team,play
2466,2022-08-01 06:40:29,2022-08-01,06:40:29,Cafearmuire,Ok done........ But I miss it already.😢, ,battlebot579,ask-the-team,
2467,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2468,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2469,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2470,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2471,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2472,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2473,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2474,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2475,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2476,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2477,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2478,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2479,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2480,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2481,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2482,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2483,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2484,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2485,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2486,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2487,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2488,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
2489,2022-08-01 06:40:51,2022-08-01,06:40:51,battlebot579,I never got to play  , ,Cafearmuire,ask-the-team,play
2490,2022-08-01 06:40:29,2022-08-01,06:40:29,Cafearmuire,Ok done........ But I miss it already.😢, ,battlebot579,ask-the-team,
2491,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2492,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2493,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2494,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2495,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2496,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2497,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2498,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2499,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2500,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2501,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2502,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2503,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2504,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2505,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2506,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2507,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2508,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2509,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2510,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2511,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2512,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
2513,2022-08-01 06:18:51,2022-08-01,06:18:51,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game, ,,feedback-and-bugs,incom bug report pendingdarkhirosrog phone gb gbthe happen main mission elev interact launch time glyce door imposs teleport start againth fight remain stuck crosshair mode game reset game
2514,2022-08-01 06:40:29,2022-08-01,06:40:29,Cafearmuire,Ok done........ But I miss it already.😢, ,battlebot579,ask-the-team,
2515,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2516,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2517,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2518,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2519,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2520,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2521,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2522,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2523,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2524,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2525,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2526,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2527,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2528,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2529,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2530,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2531,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2532,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2533,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2534,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2535,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2536,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
2537,2022-08-01 06:18:51,2022-08-01,06:18:51,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game, ,,feedback-and-bugs,incom bug report pendingdarkhirosrog phone gb gbthe happen main mission elev interact launch time glyce door imposs teleport start againth fight remain stuck crosshair mode game reset game
2538,2022-08-01 06:17:01,2022-08-01,06:17:01,Ghoul,"Enjoyed it very much, thanks for the opportunity to play this game early!", ,Frays,general-chat,enjoy opportun play game
2539,2022-08-01 06:37:46,2022-08-01,06:37:46,battlebot579,Yes you got to uninstall now the servers closed, ,Cafearmuire,ask-the-team,uninstal server close
2540,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2541,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2542,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2543,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2544,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2545,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2546,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2547,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2548,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2549,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2550,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2551,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2552,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2553,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2554,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2555,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2556,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2557,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2558,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2559,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2560,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
