发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-07-29 17:01:06,2022-07-29,17:01:06,lolo-_-guitarra,I've only be able to pick up two bag in the whole map., ,,feedback-and-bugs
2022-07-29 17:00:47,2022-07-29,17:00:47,SQ,Yeh that happend when another player have already picked up the items in the bag, ,,feedback-and-bugs
2022-07-29 16:57:46,2022-07-29,16:57:46,lolo-_-guitarra,"Ingame character name: lologuitarraDevice information: Pocophone F2 ProIssue: When I find a bag in the world but it wont let you pick it up say ""You cannot interact with this object anymore""Issue type: gameplayDescription: Trying to pick up lootResult: The message  ""You cannot interact with this object anymore""Expected result: Loot. I've only be able to pick up two bag in the whole mapSteps to reproduce: Go to a bag. There is some in the north street from NYC Base of Operations", ,,feedback-and-bugs
2022-07-29 16:40:48,2022-07-29,16:40:48,flashyboy82,Yeah I know one for the CMs in the Newcastle office. They think highly of ubisoft especially the way they treat their employees. Seems a gr8 place to work, ,,ask-the-team
2022-07-29 16:25:54,2022-07-29,16:25:54,PorterEva,https://tenor.com/view/death-stranding-hideo-kojima-kojipro-kojima-productions-bike-gif-24378387, ,,general-chat
2022-07-29 16:25:52,2022-07-29,16:25:52,LukeD,Maybe I need help not the internet 😃, ,,general-chat
2022-07-29 16:25:33,2022-07-29,16:25:33,LukeD,Honestly I think we both might be mental at this point in the conversation lol, ,,general-chat
2022-07-29 16:24:15,2022-07-29,16:24:15,LukeD,WiFi chickens lay packets not eggs. Silly frays, ,Frays,general-chat
2022-07-29 16:22:09,2022-07-29,16:22:09,Frays,or use it so the chicken lays eggs, ,,general-chat
2022-07-29 16:22:02,2022-07-29,16:22:02,Frays,you could trade the chicken for plant based food I guess, ,,general-chat
2022-07-29 16:21:52,2022-07-29,16:21:52,Frays,mmmh, ,,general-chat
2022-07-29 16:20:57,2022-07-29,16:20:57,LukeD,Have we got a vegetarian friendly alternative instead? Lmao, ,Frays,general-chat
2022-07-29 16:20:30,2022-07-29,16:20:30,Frays,"One solution, eat the chicken", ,LukeD,general-chat
2022-07-29 16:20:14,2022-07-29,16:20:14,LukeD,Hi danju :D, ,danju92,general-chat
2022-07-29 16:20:03,2022-07-29,16:20:03,LukeD,"I did, it did not work. Now I have a rogue chicken. Halp", ,Frays,general-chat
2022-07-29 16:19:23,2022-07-29,16:19:23,danju92,Hi Luke 😄, ,LukeD,general-chat
2022-07-29 16:19:09,2022-07-29,16:19:09,Frays,Did you upgrade your pigeon into a chicken to download stuff faster today?, ,LukeD,general-chat
2022-07-29 16:18:41,2022-07-29,16:18:41,LukeD,"Good morning agents, welcome to day 2 of me having no internet. How is everyone? 😃", ,,general-chat
2022-07-29 16:15:44,2022-07-29,16:15:44,battlebot579,"Reflections is in newcastle, and there is a studio in Leamington spa and ubisoft have an acquired studio in London", ,,ask-the-team
2022-07-29 16:14:22,2022-07-29,16:14:22,battlebot579,Theres also a barcelona mobile studio, ,,ask-the-team
2022-07-29 16:14:08,2022-07-29,16:14:08,PorterEva,if graphics can be downgraded more. that can be useful for people just wanting to play, ,D3LT4_Moody,general-chat
2022-07-29 16:12:47,2022-07-29,16:12:47,PorterEva,i think i also saw them on the TD2 intro, ,,ask-the-team
2022-07-29 16:11:58,2022-07-29,16:11:58,battlebot579,ReflectionsThe also worked on TD1, ,,ask-the-team
2022-07-29 16:11:30,2022-07-29,16:11:30,battlebot579,"It might be ubisoft Paris mobile, but I dont know", ,PorterEva,ask-the-team
2022-07-29 16:10:15,2022-07-29,16:10:15,battlebot579,or for sure if they are only at 1 studio, ,,ask-the-team
2022-07-29 16:10:05,2022-07-29,16:10:05,battlebot579,I dont know what it is, ,,ask-the-team
2022-07-29 16:10:00,2022-07-29,16:10:00,battlebot579,they prob do, ,,ask-the-team
2022-07-29 16:09:53,2022-07-29,16:09:53,PorterEva,shame they don't have a studio name, ,,ask-the-team
2022-07-29 16:09:36,2022-07-29,16:09:36,PorterEva,they're pretty talented to have a Alpha that isn't a damn mess, ,,ask-the-team
2022-07-29 16:09:20,2022-07-29,16:09:20,battlebot579,I want to say the UK studio is revalations, ,,ask-the-team
2022-07-29 16:08:58,2022-07-29,16:08:58,battlebot579,"Massive and red storm are studio names, I think the studio in france has a name but idk what it is called", ,PorterEva,ask-the-team
2022-07-29 16:08:06,2022-07-29,16:08:06,Ghoul,Pet the cat!, ,D3LT4_Moody,general-chat
2022-07-29 15:55:08,2022-07-29,15:55:08,flashyboy82,I go on after you Moody mines in 2 hrs, ,,general-chat
2022-07-29 15:53:58,2022-07-29,15:53:58,TheCrusader,"NGL at the end of water is life mission, great water animation, best I have ever seen", ,,general-chat
2022-07-29 15:51:09,2022-07-29,15:51:09,D3LT4_Moody,Thank you 😊, ,danju92,general-chat
2022-07-29 15:50:46,2022-07-29,15:50:46,danju92,Good luck 😄, ,D3LT4_Moody,general-chat
2022-07-29 15:50:45,2022-07-29,15:50:45,D3LT4_Moody,"Already looking forward to the next test, fingers crossed 🤞 they invite me again 😀", ,Jord,general-chat
2022-07-29 15:47:34,2022-07-29,15:47:34,D3LT4_Moody,"If anyone wants me to mention something in the interview, nows the chance to tell me... My nervous ass is about to head in 🙃", ,,general-chat
2022-07-29 15:44:07,2022-07-29,15:44:07,PorterEva,and the Resurgence team doesn't have a name other than **The Division Resurgence Team**?, ,,ask-the-team
2022-07-29 15:43:12,2022-07-29,15:43:12,battlebot579,"The main 2 division games were made by Massive, but they got red storm in at the tail end of div 1 and they managed to get it just about rightMassive are working with Bucharest and Shanghai to make the div 2 contentRed storm are now making heartlandResurgence is being made by a team who seem to revolve around head office in France, as rather than division developers, we have mobile game developers who are well versed in the division", ,flashyboy82,ask-the-team
2022-07-29 15:40:09,2022-07-29,15:40:09,battlebot579,It will not carry over between alphas, ,Jord,ask-the-team
2022-07-29 15:16:05,2022-07-29,15:16:05,flashyboy82,"This game has so much real potential that's for sure. Would pave the way forward for looters shooters on mobile, away from battle royales if its done right and maintained for the long run", ,,ask-the-team
2022-07-29 15:14:37,2022-07-29,15:14:37,flashyboy82,"Div1 it was when they brought in another studio that the game made major improvements, I know this game it is a small team who have specialists on the mobile game industry involved. Would be really good to know which titles their team have previously worked on", ,,ask-the-team
2022-07-29 15:13:37,2022-07-29,15:13:37,Jord,They make great games but bug fixing isnt their forte, ,,ask-the-team
2022-07-29 15:12:56,2022-07-29,15:12:56,Jord,[Cough] its ubisoft [cough], ,,ask-the-team
2022-07-29 15:11:47,2022-07-29,15:11:47,flashyboy82,But hey div2 still has major flaws lol plus it took them nearly 2 years on div1 to get that game right as well 🤣🤣🤣 holding out hope this dev team can learn from the originals mistakes lol, ,,ask-the-team
2022-07-29 15:10:54,2022-07-29,15:10:54,Jord,Getting feedback from non comp devices too ive noticed is being taken So tgats always good, ,,ask-the-team
2022-07-29 15:10:28,2022-07-29,15:10:28,flashyboy82,For a taster its not the worst but it has a long way to go for sure, ,,ask-the-team
2022-07-29 15:10:06,2022-07-29,15:10:06,flashyboy82,This test phase won't be where they are with the game at the moment this is the basic test to see how the feel of it is. The next phases will be ready to have optimisation done from our feedbacks., ,,ask-the-team
2022-07-29 15:09:50,2022-07-29,15:09:50,gkopou,🤣 yep. Just a couple... hundreds minor changes and it will be decent, ,,ask-the-team
2022-07-29 15:08:51,2022-07-29,15:08:51,Jord,Games not that bad 😅, ,,ask-the-team
2022-07-29 15:08:22,2022-07-29,15:08:22,gkopou,"The current state of the game is rubbish, if they want to make something good, they will have to make a clean start after all the bug reports. It's up to them if they want something good...", ,,ask-the-team
2022-07-29 15:06:05,2022-07-29,15:06:05,Jord,Without all the tutorial rubbish slowing you down at the restart, ,,ask-the-team
2022-07-29 15:06:01,2022-07-29,15:06:01,flashyboy82,Most players will stay on their mains and start optimising new gear if there is any added and testing out new modes or missions, ,,ask-the-team
2022-07-29 15:05:40,2022-07-29,15:05:40,Jord,Yeah im sure they will Experience the game again, ,flashyboy82,ask-the-team
2022-07-29 15:05:07,2022-07-29,15:05:07,flashyboy82,You're very optimistic, ,,ask-the-team
2022-07-29 15:04:54,2022-07-29,15:04:54,flashyboy82,And everyone's going to do that hmmmm, ,,ask-the-team
2022-07-29 15:04:39,2022-07-29,15:04:39,Jord,Like i said You can make new characters, ,,ask-the-team
2022-07-29 15:04:15,2022-07-29,15:04:15,flashyboy82,How is it fair on a newbie being paired up with lvll 20+ chars on missions. They wouldn't be able to shoot anything if the missions scale to the other players lol. Exactly the same as when high level chars would carry folk through the story missions on hard to get them to end game faster. You just had to hide and let the op levelled players speed run for your xp, ,,ask-the-team
2022-07-29 15:02:24,2022-07-29,15:02:24,flashyboy82,"That's if we are going to be involved in the next ones, they haven't said we definitely will be", ,,ask-the-team
2022-07-29 15:02:22,2022-07-29,15:02:22,Jord,Why wouldnt it be fair Theres no pvp and we can create new characters, ,,ask-the-team
2022-07-29 15:01:40,2022-07-29,15:01:40,flashyboy82,"They won't carry our progress over for other alphas, wouldn't be fair on the nxt wave of invitees joining the testing.", ,,ask-the-team
2022-07-29 14:59:17,2022-07-29,14:59:17,Jord,Its still alpha test Progress wont be carried to main release Nothing said about alpha, ,,ask-the-team
2022-07-29 14:58:50,2022-07-29,14:58:50,Capaflix,"having both weapons and my set at level 27, when I played the missions in challenge mode the enemies would go down immediately. even their damage I found too low", ,dededeth,general-chat
2022-07-29 14:57:58,2022-07-29,14:57:58,gkopou,"Progress will not be carried...the only sure thing. For the rest, I will say an optimistic maybe.", ,Jord,ask-the-team
2022-07-29 14:52:11,2022-07-29,14:52:11,Jord,Will there be new zones (not DZ) opening up in the next round of alpha testing Also will out progress be carried to the next alpha testing And will there be new missions ?, ,,ask-the-team
2022-07-29 14:50:48,2022-07-29,14:50:48,Jord,2 days left to play guys, ,,general-chat
2022-07-29 14:34:15,2022-07-29,14:34:15,D3LT4_Moody,"Ok, Ill put a team together then and give them a try 😀", ,flashyboy82,other-division-games
2022-07-29 14:33:32+08:00,2022-07-29,14:33:32+08:00,D3LT4_Moody,"Yup, says something like, can't interact with this item anymore...", ,Freaky Old Man,feedback-and-bugs
2022-07-29 14:18:13,2022-07-29,14:18:13,Ghoul,"The code is linked to your google account, once redeemed you can try to install it on any device with the same google account if it's compatible", ,『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29 11:56:22,2022-07-29,11:56:22,dededeth,"Could you please try to open the confirmation email, copy the link at the bottom into chrome and then click install. It will ask what device you want to remote install to", ,『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29 09:58:39,2022-07-29,09:58:39,『🅿𝗟🎱☢Ⓕ』,but i dont have a code to redeem on a compatible device, ,,general-chat
2022-07-29 09:58:22,2022-07-29,09:58:22,『🅿𝗟🎱☢Ⓕ』,ye i did, ,,general-chat
2022-07-29 09:58:15,2022-07-29,09:58:15,dededeth,"Don't worry, you can check the list here", ,,general-chat
2022-07-29 09:57:45,2022-07-29,09:57:45,『🅿𝗟🎱☢Ⓕ』,i wasnt in this server before i redeemed it on the device, ,dededeth,general-chat
2022-07-29 09:57:30,2022-07-29,09:57:30,dededeth,Could you please use the bug report format? You can find it in the feedback channel, ,.王.,general-chat
2022-07-29 09:56:35,2022-07-29,09:56:35,dededeth,Have you already checked the list of the compatible devices?, ,『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29 09:54:44,2022-07-29,09:54:44,.王.,I tried this game on my pixel 4a 5g without the play store but anyway game doesn't run that good might be because it's alpha 😄, ,,general-chat
2022-07-29 09:42:46,2022-07-29,09:42:46,dededeth,?SHDbug, ,,feedback-and-bugs
2022-07-29 09:42:40,2022-07-29,09:42:40,dededeth,"Hi buddy, could you please use the bug report format to tell us more?", ,Freaky Old Man,feedback-and-bugs
2022-07-29 09:42:17,2022-07-29,09:42:17,『🅿𝗟🎱☢Ⓕ』,is it possible to get another code? the device i redeemed it on was incompatible, ,,general-chat
2022-07-29 09:41:17,2022-07-29,09:41:17,dededeth,Why you think it's simple?, ,,general-chat
2022-07-29 07:44:09,2022-07-29,07:44:09,Freaky Old Man,Is anyone ells running into the issue with Loot where you find bag in the world or box but it wont let you pick it up say some thing like not there?, ,,feedback-and-bugs
2022-07-29 07:03:03,2022-07-29,07:03:03,Capaflix,"hi, I have a question for you. at what level have you arrived with your character? Has anyone made it to level 21 and tried the heroics? I found the challenge difficulty simple.", ,,general-chat
2022-07-29 05:50:12,2022-07-29,05:50:12,flashyboy82,Same as firecrest and reclaimer before they got nerfed. My old ps footage comes up on my fb every year and gives me a good giggle of going rogue and letting my flame turret melt everyone that trued to get near me lolol, ,,feedback-and-bugs
2022-07-29 05:48:02,2022-07-29,05:48:02,flashyboy82,Building my stacks on npcs then going rogue like the old days lol, ,,feedback-and-bugs
2022-07-29 05:47:34,2022-07-29,05:47:34,flashyboy82,Showstopper and the striker set from div1 now I'd be in dz paradise haha, ,PorterEva,feedback-and-bugs
2022-07-29 05:44:46,2022-07-29,05:44:46,flashyboy82,They are worth doing for the exotics. The Eagle bearer from dark hours is still a decent AR for pve plus looks cool, ,,other-division-games
2022-07-29 05:28:22,2022-07-29,05:28:22,FlukeOmen,"Was never been a fan of using VOIP in Div1 but there's been some good moments 🤭And a friend and I were considering going rogue on someone close to us and we forgot they could hear us. Just heard a ""huh"" to tell us we fucked up.They went rogue on my friend when we had foolishly split, killed the friend but then I downed them. They went down way quicker than expected, felt bad, left their gear for them and afterwards agreed to be friendly and we ran the dz with them for an hour before leaving 🤭VOIP can be toxic, but can lead to some good moments too. It's a shame some people have to ruin it for the majority", ,,ask-the-team
2022-07-29 05:19:53,2022-07-29,05:19:53,dededeth,So is a good phone? I want yo change mine too, ,,general-chat
2022-07-29 05:19:09,2022-07-29,05:19:09,FlukeOmen,"Yeah emulations are never perfect replication of a device and OS, though sometimes can get close, they probably don't consider it useful for data during alphas", ,,feedback-and-bugs
2022-07-29 05:09:12,2022-07-29,05:09:12,ZakDiKaerMorhen,Great!, ,MrAMonk6820,general-chat
2022-07-29 05:07:14,2022-07-29,05:07:14,PorterEva,bro i would litearlly cry in joy if they add **The Showstopper** as a Exotic, ,,feedback-and-bugs
2022-07-29 05:06:27,2022-07-29,05:06:27,MrAMonk6820,I think the zoom on the pixel 6 and 6a is the only let down, ,,general-chat
2022-07-29 05:05:22,2022-07-29,05:05:22,MrAMonk6820,  it's a good phone I got pixel 6 and then upgraded to 6 pro for zoom ect, ,ZakDiKaerMorhen,general-chat
2022-07-29 05:04:31,2022-07-29,05:04:31,PorterEva,Nox don't even support your controller natively. they always have to hook it up to some dumb garbarino binding menu, ,,feedback-and-bugs
2022-07-29 04:57:11,2022-07-29,04:57:11,Gregg2G,emulators almost always run like garbage compared to a modern mobile device. also I don't think mouse and keyboard is all that much better than touch + gyro, ,,feedback-and-bugs
2022-07-29 04:55:21,2022-07-29,04:55:21,ZakDiKaerMorhen,"I trust in Google, i have a pixel 3a and After 3 years and i can play Diablo Immortal without problems 🥹", ,dededeth,general-chat
2022-07-29 04:48:24,2022-07-29,04:48:24,dededeth,I just watched a review of that model, ,ZakDiKaerMorhen,general-chat
2022-07-29 04:40:04,2022-07-29,04:40:04,Riggy Gaming,👀, ,,general-chat
2022-07-29 04:39:57,2022-07-29,04:39:57,ZakDiKaerMorhen,Google Pixel 6 🥹, ,dededeth,general-chat
2022-07-29 04:39:41,2022-07-29,04:39:41,PorterEva,thank you for your input, ,,ask-the-team
2022-07-29 04:32:42,2022-07-29,04:32:42,D3LT4_Moody,"I haven't been able to do the two raids in div2 yet. Are they worth getting a group together, or can I just ignore them?", ,,other-division-games
2022-07-29 04:23:02,2022-07-29,04:23:02,flashyboy82,There is talk of manning and tidal basin becoming legendaries soon which will be good. Tidal basin will be a hard one for people to rely on skill builds for. I'll be running my healer or shield and regulus build for that bad boy, ,,other-division-games
2022-07-29 04:22:52,2022-07-29,04:22:52,dededeth,which one, ,ZakDiKaerMorhen,general-chat
2022-07-29 04:19:47,2022-07-29,04:19:47,flashyboy82,Tbf if everyone uses a skill build with turret and drone legendaries take no time at all lol, ,,other-division-games
2022-07-29 04:15:55,2022-07-29,04:15:55,TheCrusader,Upgrade combines mods so upgrade mods to get more powerful mods, ,TwoAngelDK,general-chat
2022-07-29 04:12:36,2022-07-29,04:12:36,ZakDiKaerMorhen,"Oh my gosh, i Will recive my new phone on 2 August 😑", ,,general-chat
2022-07-29 03:56:47,2022-07-29,03:56:47,D3LT4_Moody,I don't think you ca  dismantle them. But you can use them to upgrade the mods that you have equipped, ,TwoAngelDK,general-chat
2022-07-29 03:50:08,2022-07-29,03:50:08,TheCrusader,Cheers boy, ,battlebot579,general-chat
2022-07-29 03:45:41,2022-07-29,03:45:41,TwoAngelDK,How can I dismantle Mods? I have like a thousand but want to dis a lot of lesser quality ones, ,,general-chat
2022-07-29 03:45:36,2022-07-29,03:45:36,mohammad yt,hahah, ,,general-chat
2022-07-29 03:45:34,2022-07-29,03:45:34,mohammad yt,"well its a realme 7 pro, i doubt support will come in testing", ,Frays,general-chat
2022-07-29 03:44:54,2022-07-29,03:44:54,Riggy Gaming,😢, ,mohammad yt,general-chat
2022-07-29 03:44:00,2022-07-29,03:44:00,catnip,i really with Ubi just released a simple pc port for uplay just like Blizz did with diablo immortal, ,,general-chat
2022-07-29 03:37:39,2022-07-29,03:37:39,M4YON,"In fairness I haven't needed the emulator. Installed it on my 'not compatible' phone and used my Razer Kishi, it's been a blast! 😁", ,Ghoul,feedback-and-bugs
2022-07-29 03:36:07,2022-07-29,03:36:07,Frays,Do not lose hope Agent. Your phone might be unsupported as of now but there will be more tests in the future!, ,,general-chat
2022-07-29 03:35:58,2022-07-29,03:35:58,Ghoul,Sorry ❤️, ,,general-chat
2022-07-29 03:35:49,2022-07-29,03:35:49,Ghoul,https://tenor.com/view/nelson-simpsons-laugh-gif-11243649, ,,general-chat
2022-07-29 03:35:43,2022-07-29,03:35:43,Ticklish,"That's the most messiest, squished, all in one image i've ever seen", ,Dyno,ask-the-team
2022-07-29 03:35:21,2022-07-29,03:35:21,mohammad yt, , ,,general-chat
2022-07-29 03:35:15,2022-07-29,03:35:15,mohammad yt,then realizing ur phone isn't supported, ,,general-chat
2022-07-29 03:35:06,2022-07-29,03:35:06,mohammad yt,imagine getting selected.., ,,general-chat
2022-07-29 03:34:51,2022-07-29,03:34:51,Ghoul,It's just not usefull for testing purposes 😄, ,,feedback-and-bugs
2022-07-29 03:34:34,2022-07-29,03:34:34,Ghoul,"As long as there is no PvP, an emulator wont hurt anyone 😄", ,,feedback-and-bugs
2022-07-29 03:34:12,2022-07-29,03:34:12,M4YON,🤫 😅, ,Ghoul,feedback-and-bugs
2022-07-29 03:33:19,2022-07-29,03:33:19,Ghoul,  posted a screenshot of it running on nox 😄, ,M4YON,feedback-and-bugs
2022-07-29 03:29:53,2022-07-29,03:29:53,perry.bad,Probably some really obscure settings that need changing. I've been trying for an hour or so and no dice on either., ,,feedback-and-bugs
2022-07-29 03:26:53,2022-07-29,03:26:53,Riggy Gaming,*windows and blinds closed at all times when i am asleep and also my phone on silent and my WiFi off so I don't get disturbed* 😅, ,,general-chat
2022-07-29 03:25:46,2022-07-29,03:25:46,Riggy Gaming,But rn I am just waking up with no influences from anything or anyone just at 5-7am timeframe, ,,general-chat
2022-07-29 03:24:45,2022-07-29,03:24:45,Riggy Gaming,Tbf I usually have my cat as my alarm clock just slapping me awake 😅, ,,general-chat
2022-07-29 03:23:53,2022-07-29,03:23:53,Frays,"I had the same issue until a few days ago, solved it by closing the window and having the blinds closed haha", ,,general-chat
2022-07-29 03:23:24,2022-07-29,03:23:24,Riggy Gaming,It happens to me everyday 😅, ,,general-chat
2022-07-29 03:23:05,2022-07-29,03:23:05,Klancy,I hate when that happens :c, ,Riggy Gaming,general-chat
2022-07-29 03:16:53,2022-07-29,03:16:53,battlebot579,1 I dont know2 If I did know the method isnt supported officially so you would have to figure it out yourself anyway, ,Henrad,feedback-and-bugs
2022-07-29 03:15:22,2022-07-29,03:15:22,Henrad,How did they do that 💀, ,battlebot579,feedback-and-bugs
2022-07-29 03:12:27,2022-07-29,03:12:27,Riggy Gaming,I just automatically woke up at 5am and stayed awake since, ,,general-chat
2022-07-29 03:11:59,2022-07-29,03:11:59,Riggy Gaming,Tbh I am not sure 😅, ,,general-chat
2022-07-29 03:11:39,2022-07-29,03:11:39,dededeth,Why's that, ,Riggy Gaming,general-chat
2022-07-29 03:11:29,2022-07-29,03:11:29,dededeth,Pretty good so far, ,perry.bad,general-chat
2022-07-29 03:08:06,2022-07-29,03:08:06,Riggy Gaming,Been awake since 5am and it is now 8pm, ,,general-chat
2022-07-29 03:07:25,2022-07-29,03:07:25,Riggy Gaming,Doing great 😎 just tired 😅, ,dededeth,general-chat
2022-07-29 03:07:01,2022-07-29,03:07:01,perry.bad,I'm good. How are you?, ,dededeth,general-chat
2022-07-29 03:03:05,2022-07-29,03:03:05,dededeth,How u doing, ,,general-chat
2022-07-29 03:02:54,2022-07-29,03:02:54,dededeth,Hi everyone, ,,general-chat
2022-07-29 02:55:05,2022-07-29,02:55:05,PorterEva,it went smooth-ish, ,,other-division-games
2022-07-29 02:51:08,2022-07-29,02:51:08,PorterEva,i decided to man the fuck up and play legendary with some matchmaking help. mind that i'm SHD 139., ,,other-division-games
2022-07-29 02:48:52,2022-07-29,02:48:52,battlebot579,I am guessing as that was over an hour ago that you are probably ok, ,TheCrusader,general-chat
2022-07-29 02:47:28,2022-07-29,02:47:28,battlebot579,"It is better to just remove the main vessel for toxicityThere will still be a text chat, and it is not limited to your squad afaikAlso, if VOIP is not already planned they might have issues making it work properly, depending on how hard that is to set up in the game and make work properly so that you arent talking to random people who arent in your lobbyI know that it isnt only used for toxicity, but just not including voip will make it simpler for the devs (having to sift through reports of toxic behaviour that have no scale or impact on the game)It is easier to regulate a text chat than a voice chat, especially as players can provide evidence in screenshots, but action can only really be taken when the words used actually warrant corrective action", ,AlexanderVII-,ask-the-team
2022-07-29 02:46:01,2022-07-29,02:46:01,AlexanderVII-,thank you, ,,general-chat
2022-07-29 02:45:31,2022-07-29,02:45:31,catnip,"  no, it's Gamesir X2, i think there's an improved X3 version out already but this works just fine", ,AlexanderVII-,general-chat
2022-07-29 02:44:53,2022-07-29,02:44:53,catnip,"very convenient, especially since controllers aren't fully supported so i can easily use the touch screen to tap whatever", ,,general-chat
2022-07-29 02:44:40,2022-07-29,02:44:40,AlexanderVII-,is that a custom job?, ,catnip,general-chat
2022-07-29 02:43:53,2022-07-29,02:43:53,perry.bad,Having such a small screen and having to arch my neck is suboptimal. I might try my luck., ,,feedback-and-bugs
2022-07-29 02:42:25,2022-07-29,02:42:25,battlebot579,I think 1 person got it running on nox and 1 on bluestacks but thats it, ,perry.bad,feedback-and-bugs
2022-07-29 02:39:59,2022-07-29,02:39:59,perry.bad,Looks decent., ,,general-chat
2022-07-29 02:39:26,2022-07-29,02:39:26,perry.bad,Or just the ability to mute someone that is very easily accessible., ,,ask-the-team
2022-07-29 02:39:15,2022-07-29,02:39:15,catnip, , ,perry.bad,general-chat
2022-07-29 02:39:11,2022-07-29,02:39:11,perry.bad,"I mean there should be a block feature and report feature. If people are abusive, just ban them.", ,,ask-the-team
2022-07-29 02:37:24,2022-07-29,02:37:24,AlexanderVII-,by removing it, ,,ask-the-team
2022-07-29 02:37:15,2022-07-29,02:37:15,AlexanderVII-,if people abuse a feature we shouldn't punish the people that don't, ,,ask-the-team
2022-07-29 02:36:59,2022-07-29,02:36:59,perry.bad,Has anyone been able to get it to work on bluestacks or any other emulator? Just wondering., ,,feedback-and-bugs
2022-07-29 02:36:17,2022-07-29,02:36:17,AlexanderVII-,damn i'm hungry now, ,,ask-the-team
2022-07-29 02:36:01,2022-07-29,02:36:01,AlexanderVII-,Should we cater to the minority of bad eggs?, ,,ask-the-team
2022-07-29 02:34:40,2022-07-29,02:34:40,dangerous614,Have upped the ram on my s20 fe 5g but still running hot and crashing game after 10 mins any more help, ,,feedback-and-bugs
2022-07-29 02:25:13,2022-07-29,02:25:13,perry.bad,I made all the friend I have on division through VOIP, ,,ask-the-team
2022-07-29 02:18:53,2022-07-29,02:18:53,D3LT4_Moody,You're welcome 😊, ,Replica 99™ 😵,feedback-and-bugs
2022-07-29 02:14:22,2022-07-29,02:14:22,TheCrusader,Am I good about that pic?, ,Gab,general-chat
2022-07-29 02:13:34,2022-07-29,02:13:34,TheCrusader,Lol haha, ,,general-chat
2022-07-29 02:13:02,2022-07-29,02:13:02,Gregg2G,Just hope they don't hire the dude from Johnny Depp Trial to look at your image metadata :KAPP:, ,,general-chat
2022-07-29 02:11:19,2022-07-29,02:11:19,TheCrusader,"Don't worry boy, I think I'm alright like I said the NDA but I don't think that's an issue", ,,general-chat
2022-07-29 02:01:17,2022-07-29,02:01:17,flashyboy82,Whats up, ,TheCrusader,general-chat
2022-07-29 01:56:53,2022-07-29,01:56:53,Replica 99™ 😵,Upping the RAM on my phone like   suggested seemed to have worked so far so thnx for the golden tip my friend, ,D3LT4_Moody,feedback-and-bugs
2022-07-29 01:52:59,2022-07-29,01:52:59,Gab,Thanks for the feedback., ,matr0,feedback-and-bugs
2022-07-29 01:51:01,2022-07-29,01:51:01,TheCrusader,Shiiiiit....., ,,general-chat
2022-07-29 01:48:52,2022-07-29,01:48:52,battlebot579,👆, ,,ask-the-team
2022-07-29 01:46:55,2022-07-29,01:46:55,flashyboy82,The minority of players who aren't toxic on voip are normally being abused by the majority who are though lol, ,,ask-the-team
2022-07-29 01:42:42,2022-07-29,01:42:42,matr0,"Ok I was able to play afterwards by rebooting the phone and remove the charging wire. During the game with ultra gfx I've had avg 50% CPU, 20% GPU, 40° on OnePlus 9 Pro, no crashes anymore", ,,feedback-and-bugs
2022-07-29 01:38:19,2022-07-29,01:38:19,perry.bad,Not everyone who uses VOIP is toxic., ,,ask-the-team
2022-07-29 01:35:27,2022-07-29,01:35:27,battlebot579,I think this game would do without that kind of toxicity, ,,ask-the-team
2022-07-29 01:34:52,2022-07-29,01:34:52,battlebot579,Voip is super toxic in div 2, ,,ask-the-team
2022-07-29 01:34:14,2022-07-29,01:34:14,battlebot579,😂, ,,ask-the-team
2022-07-29 01:34:06,2022-07-29,01:34:06,perry.bad,VOIP will make the Dark Zone., ,,ask-the-team
2022-07-29 01:33:26,2022-07-29,01:33:26,battlebot579,17, ,,ask-the-team
2022-07-29 01:33:21,2022-07-29,01:33:21,Dyno,, ,,ask-the-team
2022-07-29 01:33:16,2022-07-29,01:33:16,battlebot579,?SHDbattlebotsgift, ,,ask-the-team
2022-07-29 01:33:02,2022-07-29,01:33:02,battlebot579,"Good question, there is a text chat tho", ,perry.bad,ask-the-team
2022-07-29 01:32:34,2022-07-29,01:32:34,Falail81,Yeah but Gamesir like nintendo switch or Psp style. 😋, ,,general-chat
2022-07-29 01:32:22,2022-07-29,01:32:22,perry.bad,It works great with gamepad tbh. Just can't use it in menus., ,,feedback-and-bugs
2022-07-29 01:32:01,2022-07-29,01:32:01,perry.bad,Oh I'm just using an xbox pad. Works great., ,,general-chat
2022-07-29 01:31:57,2022-07-29,01:31:57,D3LT4_Moody,"Since controllers aren't officially supported yet, no.Well have to wait for future dev, hopefully they add that option :)", ,perry.bad,feedback-and-bugs
2022-07-29 01:31:36,2022-07-29,01:31:36,Falail81,A Usb or Bluetooth Controller, ,,general-chat
2022-07-29 01:30:47,2022-07-29,01:30:47,perry.bad,What is gamesir?, ,,general-chat
2022-07-29 01:29:03,2022-07-29,01:29:03,Falail81,I use it too 🥰, ,catnip,general-chat
2022-07-29 01:28:51,2022-07-29,01:28:51,perry.bad,If not that'll be a cool thing to add., ,,feedback-and-bugs
2022-07-29 01:28:45,2022-07-29,01:28:45,perry.bad,Is there a way to remove the touch screen HUD stuff if you are using a gamepad?, ,,feedback-and-bugs
