发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-08-01T03:47:52.718000+00:00,748753957408604190,Lunun,"First things first, thanks for letting me join the Closed Alpha! ❤️Due to the fact that the Alpha is over, I wanted to share general Feedback, some bugs, etc.Everything that comes to my mind, i guess.(because someone will ask, my Device is the ROG Phone 5, I was playing with the ROG Kunai controllers. Yes, the controller worked, even tho there wasnt any official support yet)The Tutorial Mission was easy, simple but still clever made. It guides you through all of the basics. The story is easy to understand, the cutscenes are sometimes buggy, but overall good.After the Tutorial Mission (and the Finsished Tutorial in the James Farley Post Office) the game is quite open, which i love.Sadly, the NYC Base of Operation currently feels empty and a bit dead. Back in Division1 it made sense to me, as we helped building the whole thing to be what it is now, but in TDResurgence it just felt too empty, but I bet most of it will be resolved in the finished game, as most of the Vendors that are there arent interactible yet.The Rest of the Story currently is good as well, even tho i think i never finished all of the main-missions because i was always occupied with something happening in the Open World.The Menu is perfectly made for mobile users, even with the controller attached it still felt good. I would probably prefer to navigate the menu with my fingers, because it is so simple and easy to master, or at least, easy to navigate pretty fast. But I think people with an external controller would prefer to use the controller to navigate everything.Exept the known lags here and there, the phone turning into an oven, the world not wanting to load all of the time, the enemy AI being more A than I and the little exploit-ish thingy i found here https://discord.com/channels/948237510914486303/948259165783085107/1000872377837695017, there wasnt much to dislike for me. So far, the game is very promising.Thanks yet again!",,feedback-and-bugs
2022-08-01T01:36:06.095000+00:00,716000375869669447,AVGamingcouple,I really enjoyed it! Can't wait for this to be out! I like how it's between 1 and 2! Will there be a closed/open Beta??,,general-chat
2022-08-01T01:21:01.065000+00:00,524241043248644116,fjwiuyhwgfahs,xd,,general-chat
2022-08-01T00:00:37.730000+00:00,800456931956752394,Sternitzky,"It's between part 1 and 2, so it's actually 1.5.",catnip,general-chat
2022-07-31T23:59:38.658000+00:00,890141530998841344,Raiden Sano,"I just want to say thanks for letting me be a part of the Alpha, I loved every minute of it and am sure looking forward to what's to come next 🖤🔥",,general-chat
2022-07-31T23:57:04.093000+00:00,447737584152608768,𝓡𝓪𝓲𝓿𝔂,do we have the date of the closed beta?,,general-chat
2022-07-31T23:56:32.441000+00:00,447737584152608768,𝓡𝓪𝓲𝓿𝔂,"I love the game, they managed to make one of the best mobile games",,general-chat
2022-07-31T23:46:10.126000+00:00,247063506782781440,Po-tato,Didn't get to even download the game,,general-chat
2022-07-31T23:36:48.940000+00:00,652604052873412609,PorterEva,well at least the majority i assume,,general-chat
2022-07-31T23:36:36.533000+00:00,652604052873412609,PorterEva,looks like everyone enjoyed the test,,general-chat
2022-07-31T22:52:01.628000+00:00,108178864085213184,I Ryuuka I,I met you briefly at a hostage mission 🤣 nice I used to have ROG phone 3 same one but my screen died 🤣🤣,Ðarkhirøs,feedback-and-bugs
2022-07-31T22:50:41.826000+00:00,108178864085213184,I Ryuuka I,Amazing platest enjoyed every minute of it even redownloaded the division 1 on my PC gonna start again on that in the meantime before the next test,,general-chat
2022-07-31T22:41:38.558000+00:00,620231365199265793,battlebot579,Healing build sounded so fun from what gregg told me abt it,,ask-the-team
2022-07-31T22:40:51.853000+00:00,620231365199265793,battlebot579,I never got to play  ,Cafearmuire,ask-the-team
2022-07-31T22:40:29.467000+00:00,774001985073446934,Cafearmuire,Ok done........ But I miss it already.😢,battlebot579,ask-the-team
2022-07-31T22:37:46.974000+00:00,620231365199265793,battlebot579,Yes you got to uninstall now the servers closed,Cafearmuire,ask-the-team
2022-07-31T22:36:53.738000+00:00,401536937078423552,Ghoul,😄 Just messing with you ❤️,battlebot579,general-chat
2022-07-31T22:36:48.864000+00:00,620231365199265793,battlebot579,It will be when I get my hands on it,shayanjoon,general-chat
2022-07-31T22:36:22.217000+00:00,394696463587868672,shayanjoon,Best mobile game i've played!,,general-chat
2022-07-31T22:36:15.452000+00:00,620231365199265793,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw",Ghoul,general-chat
2022-07-31T22:33:41.563000+00:00,774001985073446934,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?",,ask-the-team
2022-07-31T22:33:35.941000+00:00,620231365199265793,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc),,general-chat
2022-07-31T22:33:31.817000+00:00,196405615805988864,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events",,general-chat
2022-07-31T22:33:13.044000+00:00,401536937078423552,Ghoul,"you dont know, you didnt play",battlebot579,general-chat
2022-07-31T22:32:43.368000+00:00,401536937078423552,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1",,general-chat
2022-07-31T22:32:37.156000+00:00,620231365199265793,battlebot579,This is a bit of a div 0,catnip,general-chat
2022-07-31T22:31:28.872000+00:00,620231365199265793,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games",catnip,general-chat
2022-07-31T22:31:09.156000+00:00,196405615805988864,catnip,"div3 should be div0, be about 1st wave with ability to go rogue",,general-chat
2022-07-31T22:30:15.275000+00:00,620231365199265793,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3",Ghoul,general-chat
2022-07-31T22:30:06.486000+00:00,196405615805988864,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into",,general-chat
2022-07-31T22:29:33.402000+00:00,196405615805988864,catnip,"thanks, i can't wait",,general-chat
2022-07-31T22:28:53.132000+00:00,401536937078423552,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game",battlebot579,general-chat
2022-07-31T22:28:18.074000+00:00,620231365199265793,battlebot579,  what I reckon,catnip,general-chat
2022-07-31T22:27:15.832000+00:00,620231365199265793,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution",Ghoul,general-chat
2022-07-31T22:27:13.878000+00:00,774001985073446934,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.",,general-chat
2022-07-31T22:27:03.717000+00:00,196405615805988864,catnip,"guys, i need another alpha, when?!?!",,general-chat
2022-07-31T22:19:45.800000+00:00,401536937078423552,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players",,general-chat
2022-07-31T22:18:51.850000+00:00,271739885075824642,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game,,feedback-and-bugs
2022-07-31T22:17:01.246000+00:00,401536937078423552,Ghoul,"Enjoyed it very much, thanks for the opportunity to play this game early!",Frays,general-chat
2022-07-31T22:13:46.673000+00:00,202182225595334656,KarateEmil,"Same, I usually play games on my phone to make the time go by, however this game just kept making me turn on my phone everyday.in this play test, I had a 3 day streak where I was only playing on my phone, didn't even play on my PC",,general-chat
2022-07-31T22:13:03.479000+00:00,615969175864868877,Riggy Gaming,So far,,general-chat
2022-07-31T22:12:56.611000+00:00,615969175864868877,Riggy Gaming,Great work from Ubi with this mobile game 👏👏,,general-chat
2022-07-31T22:12:34.210000+00:00,615969175864868877,Riggy Gaming,100% 😎,Frays,general-chat
2022-07-31T22:11:26.670000+00:00,190937376221167627,scoure,"It really was super fun. I normally don't play in the smartphone, but the division has changed that.",,general-chat
2022-07-31T22:09:34.135000+00:00,620231365199265793,battlebot579,I am guessing next month but I dont know As we are playing a similar/the same build but with more phones it has to be fairly soon,,general-chat
2022-07-31T22:08:45.604000+00:00,202182225595334656,KarateEmil,"well this was super fun, can't wait for the next play test, whenever that will be",,general-chat
2022-07-31T22:08:08.435000+00:00,202182225595334656,KarateEmil,true,,general-chat
2022-07-31T22:07:51.763000+00:00,143181581123715082,Gregg2G,Also some more dependent on sets than others.,,general-chat
2022-07-31T22:07:50.127000+00:00,620231365199265793,battlebot579,I will take a hunter to make up for it :)) Usable axe as kill rewardand obvs also the James hunter with James beard as reward,SQ,general-chat
2022-07-31T22:07:25.536000+00:00,143181581123715082,Gregg2G,I played all 4 classes and all 8 specs and I honestly thing all 8 are very strong. Some are just later bloomers and some are early bloomers.,,general-chat
2022-07-31T22:06:36.118000+00:00,620231365199265793,battlebot579,😂 I think James tried probing the techs about my phone type but I dont think he got anywhere,SQ,general-chat
2022-07-31T22:06:21.888000+00:00,992843438988996748,Frays,"Well, I hope that all those who were able to play had fun 🙂",,general-chat
2022-07-31T22:05:55.895000+00:00,202182225595334656,KarateEmil,"I mostly played with the Shield and Grenade Launcher, the grenade launcher class is more or less like the one in TD2, but the shield, god damn that can be so broken, especially if you got the bullet king LMG",battlebot579,general-chat
2022-07-31T22:05:50.356000+00:00,620231365199265793,battlebot579,"eh, next one will be exactly the same 😂 maybe a few changes here and there some more players",Ghoul,general-chat
2022-07-31T22:05:26.012000+00:00,510888077863026708,SQ,Yeh UBI shoud gave you a build,,general-chat
2022-07-31T22:05:18.020000+00:00,401536937078423552,Ghoul,"Sad, you really missed something special!",,general-chat
2022-07-31T22:04:52.621000+00:00,620231365199265793,battlebot579,then I just gave up 😂,,general-chat
2022-07-31T22:04:39.136000+00:00,620231365199265793,battlebot579,I tried looking at bluestacks but even if it did work my laptop is god awful so I wouldnt have been able to play,Ghoul,general-chat
2022-07-31T22:03:55.796000+00:00,401536937078423552,Ghoul,"You were so hyped for this game, cant imagine you didnt try everything to play 😄",,general-chat
2022-07-31T22:03:54.653000+00:00,620231365199265793,battlebot579,My xperia 10 III is not compatible so its not compatible,,general-chat
2022-07-31T22:03:25.997000+00:00,620231365199265793,battlebot579,just because you played with an APK doesnt mean that I have to,Ghoul,general-chat
2022-07-31T22:03:05.038000+00:00,620231365199265793,battlebot579,gonna be op in dz 😂,,general-chat
2022-07-31T22:02:43.673000+00:00,620231365199265793,battlebot579,and also gregg told me about healy boi and it sounds way too strong,,general-chat
2022-07-31T22:02:23.901000+00:00,401536937078423552,Ghoul,https://tenor.com/view/sure-jan-if-you-say-so-whatever-do-gif-12806724,battlebot579,general-chat
2022-07-31T22:02:21.175000+00:00,620231365199265793,battlebot579,I am omnipotent,,general-chat
2022-07-31T22:02:12.324000+00:00,620231365199265793,battlebot579,I just know,,general-chat
2022-07-31T22:02:12.001000+00:00,143181581123715082,Gregg2G,Was great to interact with the team here btw. Good times. :D,,general-chat
2022-07-31T22:02:06.941000+00:00,620231365199265793,battlebot579,I didnt play,Ghoul,general-chat
2022-07-31T22:01:48.754000+00:00,401536937078423552,Ghoul,"You dont know, you didnt play... Or did you 😮",battlebot579,general-chat
2022-07-31T22:01:20.805000+00:00,401536937078423552,Ghoul,Yes indeed!,,general-chat
2022-07-31T22:01:18.320000+00:00,620231365199265793,battlebot579,💯,KarateEmil,general-chat
2022-07-31T22:01:07.429000+00:00,401536937078423552,Ghoul,https://tenor.com/view/office-server-power-lady-unplug-gif-8220789,,general-chat
2022-07-31T22:01:07.284000+00:00,202182225595334656,KarateEmil,"god damn, most definitely the best mobile game I've played in years",,general-chat
2022-07-31T22:00:40.459000+00:00,401536937078423552,Ghoul,#fixtheservers,,general-chat
2022-07-31T22:00:32.216000+00:00,401536937078423552,Ghoul,"Yeah, hoorible server lag atm!",,general-chat
2022-07-31T22:00:24.206000+00:00,143181581123715082,Gregg2G,kidding btw,,general-chat
2022-07-31T22:00:19.276000+00:00,401536937078423552,Ghoul,"but, to be fair, it also started 1 minute early 😄",,general-chat
2022-07-31T22:00:14+00:00,143181581123715082,Gregg2G,I'm leaving a bad review because of this!,,general-chat
2022-07-31T22:00:10.460000+00:00,620231365199265793,battlebot579,https://tenor.com/view/press-f-pay-respect-coffin-burial-gif-12855021,,general-chat
2022-07-31T22:00:01.801000+00:00,620231365199265793,battlebot579,rip,,general-chat
2022-07-31T21:59:47.967000+00:00,401536937078423552,Ghoul,😄,,general-chat
2022-07-31T21:59:47.040000+00:00,401536937078423552,Ghoul,Darn you UBI!!,,general-chat
2022-07-31T21:59:41.606000+00:00,401536937078423552,Ghoul,1 minute too early!,,general-chat
2022-07-31T21:59:37.994000+00:00,510888077863026708,SQ,RIP!,,general-chat
2022-07-31T21:59:27.142000+00:00,401536937078423552,Ghoul,RIP!,,general-chat
